,location,company_name,job_title,summary
513,London,Law Choice Recruitment,Junior Finance Administrator,Are you a recent School or College leaver with a passion or Maths? Or are you keen to get into Legal Finance? This could be the start of something special!…
514,London,Page Personnel - UK,Accounts Payable Assistant,"End to End AP processing.
3 way matching of purchase orders and vendor payments.
To be successful in this role you will need a minimum of 2 years experience in…"
515,London,Marks Sattin Specialist Recruitment,Accounts Assistant,"Support the communication of queries between the firm and the Corporate Team.
This role is perfect for someone who is looking for a long term, stable role and…"
516,London EC3V 0AT,Lewis Paige Recruitment,Finance and Operations Assistant,"Maintain Vendors in the database.
Make payments by cheque/direct debit/BACS and process transactions in AdEx; and.
Process client bills in AdEx; and."
517,London,Tiger Recruitment Ltd,Junior Assistant - Investment Banking,"This is role is suited for someone eager to grow and expand their knowledge of banking.
It is a Junior role, therefore, are looking for someone flexible and…"
518,London,Citadel Enterprise Europe Limited,Associate,The Associate will conduct analysis of European stocks and make investment recommendations and decisions based upon his/her independent research and analysis.
519,London,Universal Business Team,Accounts Assistant,"The company is operationally excellent and enjoys great customer loyalty.
You will be responsible for performing daily accounting tasks that will support the…"
520,London,Accountancy Divisions,Finance Assistant (Canary Wharf),The Senior Accountant who leads a team of 6 in the London office is seeking a new Finance Assistant to join their fully serviced offices with full study support…
521,Westminster,Eden Brown Synergy,Finance Administrator,"The roles are full time, to start ASAP and will run until the end of March 2020.
The role will involve and be responsible for:"
522,London,Universal Business Team,Finance Manager,"We are looking for an accounting manager to supervise, track and evaluate day-to-day activities.
Accounting manager responsibilities include establishing…"
523,London,Tiger Recruitment Ltd,Receptionist - Financial Services,"WHO YOU ARETo be successful, you will have experience in an office or within a fast paced customer focused environment."
524,London,Shawpoint,M&A/Corporate Finance VP,"Candidates will benefit from a lean team with ample opportunity to focus on the mid-market for progression and client exposure.
O Term sheet and legal mark-ups."
525,London,Capital Index,Junior KYC and On-boarding Analyst,"Be available to support regular seminars offered by Partner companies and assist with account opening queries via chat, telephone and email."
526,London,Tradeweb,Financial Accountant,"Recently qualified accountant/Finalist (ACA, ACCA, CIMA) , with previous relevant experience.
You will be a self-starter with excellent analytical skills."
527,London,Millennium Management,Accounts Payable Specialist,The successful candidate will have a reasonable understanding of the Procure to Pay process from working with a recognized accounting platform (Oracle Cloud…
528,London,TikTok,Accounts Payable Specialist,"Review and approve payment requests from global vendors on a daily basis.
Review the financial terms of global contracts.
Answer employees questions on AP."
529,London,Watches2U,Finance Manager,UK based £10m+ multinational ecommerce business seeking a qualified Financial Accountant to manage all the financial and accounting activities of the business.
530,London EC3V 0AT,Marks Sattin Specialist Recruitment,Accounts Assistant,"Support the communication of queries between the firm and the Corporate Team.
This role is perfect for someone who is looking for a long term, stable role and…"
531,London,CITI,EMEA Finance Control Analyst - VP,"EMEA - Finance Control Analyst - VP.
The EMEA CIG team support all streams of Finance: Legal Entity Management; Regulatory Reporting (across 54 countries in…"
532,London,Zurich,Actuarial Analyst – (Part-time / full-time / job-share),"Using analytical and mathematical skills, you’ll work alongside some of the most talented qualified actuaries, as well as liaising with other areas of the…"
533,London,CMC Consulting Ltd,Commercial Finance Analyst,The ideal candidate is a qualified accountant with excellent commercial awareness and a good academic record.
534,London,KennedyPearce Consulting,Finance and Accounts Assistant,"Respond to queries and issues arising in a timely and professional manner.
As a business they manage lifestyle, investment portfolio and assets of high net…"
535,London,Accountancy Divisions,Finance Assistant (Canary Wharf),The Senior Accountant who leads a team of 6 in the London office is seeking a new Finance Assistant to join their fully serviced offices with full study support…
536,London,Universal Business Team,Accounts Assistant,"The company is operationally excellent and enjoys great customer loyalty.
You will be responsible for performing daily accounting tasks that will support the…"
537,London,Page Personnel - UK,Accounts Payable Assistant,"End to End AP processing.
3 way matching of purchase orders and vendor payments.
To be successful in this role you will need a minimum of 2 years experience in…"
